Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Public%20Use%20Statistics%20(1979%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,4,"147,156","7,121","228,145","7,121",0,0,"2,322","3,693",807,0,298,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,5,"196,840","7,638","285,081","7,638",0,0,"3,295","3,849",956,0,411,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,6,"151,410","6,724","234,180","6,724",0,0,"3,783","2,576",373,0,644,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,7,"129,372","5,882","197,947","5,882",0,0,"3,986","2,050",74,0,325,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,8,"127,341",987,"210,714",987,0,0,"3,713","2,318",100,0,319,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,9,"170,057","6,996","260,043","6,996",0,0,"3,067","3,106",263,0,337,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,10,"146,664","5,000","246,983","5,000",0,0,"2,527","4,233",377,0,404,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,11,"42,859","4,514","54,869","4,514",0,0,487,419,79,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,12,"17,143","5,243","25,269","5,243",0,0,92,85,23,0,0,Capitol Reef NP,CARE,National Park,Intermountain ,UT,2019,"1,226,519","56,871","1,909,572","56,871",0,0,"25,665","23,993","4,010",0,"2,738"
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,1,"3,093",0,"11,566",0,0,0,0,0,0,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,2,"19,470",0,"71,394",0,0,0,0,0,9,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,3,"56,581",0,"207,078",0,0,0,0,0,32,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,4,"37,543",0,"138,050",0,0,0,0,0,22,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,5,"41,516",0,"157,214",0,0,0,0,0,36,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,6,"57,111",0,"225,075",0,0,0,0,0,16,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,7,"69,444",0,"273,505",0,0,0,0,0,16,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,8,"36,354",0,"145,974",0,0,0,0,0,13,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,9,"28,455",0,"112,720",0,0,0,0,0,10,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,10,"33,014",0,"131,961",0,0,0,0,0,29,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,11,"27,519",0,"101,601",0,0,0,0,0,35,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,12,"30,591",0,"111,768",0,0,0,0,0,7,0,0,Carlsbad Caverns NP,CAVE,National Park,Intermountain ,NM,2019,"440,691",0,"1,687,906",0,0,0,0,0,225,0,0
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,1,"9,193",175,"146,626",175,0,0,0,0,691,688,896,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,2,"22,263",281,"229,853",281,0,0,0,0,722,342,504,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,3,"34,951",374,"404,187",374,0,0,0,0,"2,270",450,"1,588",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,4,"39,218",406,"484,974",406,0,0,0,0,"2,724",458,"2,142",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,5,"39,070",745,"504,262",745,0,0,0,0,"1,962",576,"3,528",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,6,"44,915",481,"609,130",481,0,0,0,0,"2,484",600,"4,334",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,7,"47,581",508,"564,097",508,0,0,0,0,"3,019",730,"6,566",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,8,"49,793",333,"743,094",333,0,0,0,0,"3,506",778,"8,374",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,9,"38,681",348,"542,859",348,0,0,0,0,"2,791",936,"8,708",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,10,"36,691",223,"583,282",223,0,0,0,0,"1,528",782,"5,229",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,11,"25,212",279,"333,865",279,0,0,0,0,"1,066",874,"2,344",Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,12,"22,062",292,"265,216",292,0,0,0,0,648,674,864,Channel Islands NP,CHIS,National Park,Pacific West ,CA,2019,"409,630","4,445","5,411,445","106,705",0,0,0,0,"23,411","7,888","45,077"
Congaree NP,CONG,National Park,Southeast ,SC,2019,1,"7,000",0,"23,181",0,0,0,0,0,0,0,109,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,2,"10,910",0,"43,009",0,0,0,0,0,41,0,473,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,3,"17,121",0,"87,342",0,0,0,0,0,254,0,"1,545",Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,4,"15,408",0,"69,785",0,0,0,0,0,39,0,"1,139",Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,5,"28,786",0,"117,679",0,0,0,0,0,90,0,"1,476",Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,6,"13,282",0,"51,126",0,0,0,0,0,18,0,546,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,7,"10,936",0,"42,187",0,0,0,0,0,20,0,449,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,8,"11,028",0,"43,083",0,0,0,0,0,24,0,476,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,9,"8,312",0,"32,235",0,0,0,0,0,53,0,312,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,10,"13,902",0,"63,287",0,0,0,0,0,141,0,938,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,11,"11,765",0,"56,876",0,0,0,0,0,141,0,938,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Congaree NP,CONG,National Park,Southeast ,SC,2019,12,"10,995",0,"41,166",0,0,0,0,0,60,0,349,Congaree NP,CONG,National Park,Southeast ,SC,2019,"159,445",0,"670,956",0,0,0,0,0,881,0,"8,750"
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,1,"3,120","2,100","12,920","2,100",0,0,0,0,100,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,2,"2,436","2,400","9,927","2,400",0,0,0,0,70,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,3,"4,800","2,800","22,080","2,800",0,0,0,0,264,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,4,"15,898","4,800","59,422","4,800",0,0,0,0,189,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,5,"44,808","4,900","173,020","4,900",852,0,0,0,128,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,6,"103,442","6,100","522,672","6,100","8,514","1,090",0,0,130,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,7,"201,191","6,500","906,149","6,500","7,435","2,349","1,330",0,472,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,8,"163,472","3,900","830,283","3,900","7,225","4,854","1,678",0,595,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,9,"98,266","4,800","583,916","4,800","7,936","4,185","1,178",0,288,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,10,"41,635","3,300","199,777","3,300","2,654",0,508,0,72,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,11,"16,843","3,700","60,071","3,700",0,0,0,0,56,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,12,"8,601","4,300","31,545","4,300",0,0,0,0,72,0,0,Crater Lake NP,CRLA,National Park,Pacific West ,OR,2019,"704,512","49,600","3,411,782","24,800","34,616","12,478","4,694",0,"2,436",0,0
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,1,"88,020",0,"176,578",0,399,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,2,"82,061",0,"177,552",0,301,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,3,"126,521",0,"340,830",0,425,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,4,"177,318",0,"374,442",0,465,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,5,"225,949",0,"1,033,518",0,645,0,0,0,0,0,49,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,6,"284,079",0,"761,263",0,783,0,0,0,0,0,332,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,7,"284,928",0,"721,077",0,"1,036",0,0,0,0,0,322,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,8,"285,616",0,"799,618",0,"1,153",0,0,0,0,0,273,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,9,"226,681",0,"721,417",0,794,0,0,0,0,0,241,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,10,"203,708",0,"664,442",0,684,0,0,0,0,0,222,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,11,"142,329",0,"422,817",0,545,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,12,"110,787",0,"361,681",0,547,0,0,0,0,0,0,Cuyahoga Valley NP,CUVA,National Park,Midwest ,OH,2019,"2,237,997",0,"6,555,235",0,"7,777",0,0,0,0,0,"1,439"
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,1,"111,954","4,580","672,161","4,580","1,368",561,"1,600","1,139",221,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,2,"112,925","4,556","950,506","4,556","1,766",561,"9,334","15,843",221,0,92,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,3,"178,553","7,179","1,466,075","7,179","2,663",653,"14,403","22,518",539,0,158,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,4,"177,696","7,032","1,256,574","7,032","2,795",513,"9,786","10,189",211,0,51,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,5,"155,378","6,012","979,581","6,012","2,238",134,"3,472","4,384",97,0,1,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,6,"122,013","4,760","721,570","4,760","1,517",94,"1,398",934,23,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,7,"142,487","5,661","832,577","5,661","3,146",94,788,371,2,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,8,"165,632","6,515","966,464","6,515","3,943",70,899,205,4,0,0,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,9,"168,894","6,493","1,003,190","6,493","1,862",221,"2,181","1,485",135,0,5,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,10,"138,152","5,357","981,019","5,357","2,389",495,"6,334","9,376",105,0,33,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,11,"132,013","5,320","1,156,605","5,320","2,125",495,"14,223","19,098",267,0,60,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,12,"135,248","5,516","1,038,994","5,516","1,947",469,"10,093","12,032",90,0,54,Death Valley NP,DEVA,National Park,Pacific West ,CA,2019,"1,740,945","68,981","12,025,316","103,472","27,759","4,360","74,511","97,574","1,915",0,454
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,1,96,"14,384","1,060","14,384",0,0,0,0,0,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,2,"2,603","14,642","31,818","14,642",0,0,0,0,121,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,3,"4,613","21,568","67,194","21,568",0,0,0,0,328,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,4,"3,686","47,840","102,522","47,840",0,0,0,0,"2,295",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,5,"53,995","121,057","671,174","121,057",0,"2,141",0,0,"6,700",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,6,"144,156","161,585","1,712,836","161,585",0,"6,773",0,0,"9,688",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,7,"168,078","164,866","1,787,019","164,866",0,"7,571",0,0,"3,881",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,8,"154,044","123,971","1,540,678","123,971",0,"6,304",0,0,"2,295",0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,9,"61,504","60,591","625,864","60,591",0,"3,593",0,0,867,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,10,"3,863","25,568","42,286","25,568",0,0,0,0,28,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,11,"1,799","19,420","20,870","19,420",0,0,0,0,4,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2019,12,"2,715","12,334","31,378","12,334",0,0,0,0,4,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2019,"601,152","787,826","6,634,699","196,956",0,"26,382",0,0,"26,211",0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,1,"6,179",222,"50,836",222,0,0,878,0,0,222,477,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,2,"6,937",195,"49,360",195,0,0,208,0,0,195,792,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,3,"7,417",225,"56,015",225,0,0,668,0,0,225,554,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,4,"7,720",297,"58,769",297,0,0,528,0,0,297,"1,040",Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,5,"8,124",249,"62,047",249,0,0,710,0,0,249,"1,160",Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,6,"8,041",285,"68,629",285,0,0,"1,052",0,0,285,"1,984",Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,7,"7,692",267,"58,939",267,0,0,766,0,0,267,520,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2019,"79,200","2,586","613,198","31,032",0,0,"6,786",0,0,"2,586","8,855"
